,FermID,Product,Substrate,Phase,Yield (g/g),Yield (mol/mol),R²,Std Error,biomass growth rate,ri,,,,,,,,
148,27-PSI_F504_C1_R3,Formate (pseudo),Biomass (pseudo),3,0.000159183,8.698718712568802e-05,0.8085697868306664,2.9274817524974496e-05,0.049368764,7.858668819568238e-06,,,,,,,,
149,27-PSI_F504_C1_R3,Glucose (pseudo),Biomass (pseudo),3,2.8154960834126244,0.3844427378549654,0.9939205507080175,0.1557027254969738,0.049368764,0.138997563,,,,,,,,
150,27-PSI_F504_C1_R3,Lactate (pseudo),Biomass (pseudo),3,,,,,0.049368764,,,,,,,,,
151,27-PSI_F504_C1_R3,Maltose (pseudo),Biomass (pseudo),3,,,,,0.049368764,,,,,,,,,
152,27-PSI_F504_C1_R3,Propionate (pseudo),Biomass (pseudo),3,0.000456575,0.000153712,0.9537101418648656,0.000100588,0.049368764,2.254056187673817e-05,,,,,,,,
153,27-PSI_F504_C1_R3,Succinate (pseudo),Biomass (pseudo),3,5.354910971296445e-05,1.1349255612465972e-05,0.979671398,2.915525079319171e-06,0.049368764,2.643653377092958e-06,,,,,,,,
154,27-PSI_F504_C1_R3,norbaeocystin (pseudo),Biomass (pseudo),3,2.887173360847711e-06,2.772335558642168e-07,0.918383311,8.606971344473267e-07,0.049368764,1.425361812095631e-07,,,,,,,,
155,27-PSI_F504_C1_R3,psilocin (pseudo),Biomass (pseudo),3,0.001371386,0.000165152,0.934959623,0.000136712,0.049368764,6.770362912844057e-05,,,,,,,,
156,27-PSI_F504_C1_R3,psilocybin (pseudo),Biomass (pseudo),3,0.00905032,0.000783241,0.979716217,0.000492197,0.049368764,0.000446803,,,,,,,,
157,27-PSI_F504_C1_R3,serotonin (pseudo),Biomass (pseudo),3,1.0786995594415649e-07,1.5059309438886838e-08,0.8997230187012886,3.6011956040228365e-08,0.049368764,5.325406432473273e-09,,,,,,,,
158,27-PSI_F504_C1_R3,tryptamine (pseudo),Biomass (pseudo),3,0.000261839,4.020252306910263e-05,0.9238360652296964,2.8416012822942168e-05,0.049368764,1.2926685634360052e-05,,,,,,,,
159,27-PSI_F504_C1_R3,tryptophan (pseudo),Biomass (pseudo),3,6.472171613178899e-07,7.796269791607135e-08,0.970854641,1.1213924399704897e-07,0.049368764,3.195231150250689e-08,,,,,,,,
160,27-PSI_F504_C1_R4,4-hydroxytryptamine (pseudo),Biomass (pseudo),3,2.9591650902105735e-07,4.1311765063946495e-08,0.9183149689583908,8.825607359561331e-08,0.050773792,1.5024803241348066e-08,,,,,,,,
161,27-PSI_F504_C1_R4,Acetate (pseudo),Biomass (pseudo),3,0.00093858,0.000391075,0.9855062746162112,8.048534240930502e-05,0.050773792,4.765528542136249e-05,,,,,,,,
162,27-PSI_F504_C1_R4,Baeocystine (pseudo),Biomass (pseudo),3,0.000264976,2.4122146448377365e-05,0.9904236967223832,9.847948814121742e-06,0.050773792,1.345383095903904e-05,,,,,,,,
163,27-PSI_F504_C1_R4,Ethanol (pseudo),Biomass (pseudo),3,,,,,0.050773792,,,,,,,,,
164,27-PSI_F504_C1_R4,Formate (pseudo),Biomass (pseudo),3,0.000509214,0.000278265,0.9422843932248636,7.276042754711829e-05,0.050773792,2.58547197311112e-05,,,,,,,,
165,27-PSI_F504_C1_R4,Glucose (pseudo),Biomass (pseudo),3,2.9551950677770025,0.4035179766169753,0.9968087857139284,0.096537841,0.050773792,0.1500464593207003,,,,,,,,
166,27-PSI_F504_C1_R4,Lactate (pseudo),Biomass (pseudo),3,0.000297127,8.206272903924321e-05,0.9906545071799352,1.6661790427688256e-05,0.050773792,1.5086270806187588e-05,,,,,,,,
167,27-PSI_F504_C1_R4,Maltose (pseudo),Biomass (pseudo),3,,,,,0.050773792,,,,,,,,,
168,27-PSI_F504_C1_R4,Propionate (pseudo),Biomass (pseudo),3,0.000411572,0.000138561,0.975634552,6.504139849419697e-05,0.050773792,2.089709181294948e-05,,,,,,,,
169,27-PSI_F504_C1_R4,Succinate (pseudo),Biomass (pseudo),3,0.000158574,3.3608351279161664e-05,0.9971229045379928,8.517945852913507e-06,0.050773792,8.051405198383887e-06,,,,,,,,
170,27-PSI_F504_C1_R4,norbaeocystin (pseudo),Biomass (pseudo),3,3.223912764938546e-06,3.095681096744144e-07,0.8397624132122484,1.4082743317914349e-06,0.050773792,1.6369027574945197e-07,,,,,,,,
171,27-PSI_F504_C1_R4,psilocin (pseudo),Biomass (pseudo),3,0.001289772,0.000155323,0.9344520060787374,0.000129112,0.050773792,6.548661737924427e-05,,,,,,,,
172,27-PSI_F504_C1_R4,psilocybin (pseudo),Biomass (pseudo),3,0.009241854,0.000799817,0.9848498000578304,0.000433246,0.050773792,0.000469244,,,,,,,,
173,27-PSI_F504_C1_R4,serotonin (pseudo),Biomass (pseudo),3,1.4393121291926437e-07,2.009368275247661e-08,0.907858633,4.5853574581674033e-08,0.050773792,7.3079334490480775e-09,,,,,,,,
174,27-PSI_F504_C1_R4,tryptamine (pseudo),Biomass (pseudo),3,0.000324656,4.984735832999297e-05,0.8976729072408826,4.142962542998704e-05,0.050773792,1.6484028871715447e-05,,,,,,,,
175,27-PSI_F504_C1_R4,tryptophan (pseudo),Biomass (pseudo),3,3.920942233739858e-07,4.723101505729141e-08,0.6626429277197214,2.797664099812264e-07,0.050773792,1.9908110492896165e-08,,,,,,,,
176,27-PSI_F504_C2_R2,4-hydroxytryptamine (pseudo),Biomass (pseudo),3,1.7283685644559678e-07,2.412908840906691e-08,0.5628222164056581,1.5232801566780097e-07,0.046009392,7.952118634694352e-09,,,,,,,,
177,27-PSI_F504_C2_R2,Acetate (pseudo),Biomass (pseudo),3,,,,,0.046009392,,,,,,,,,
178,27-PSI_F504_C2_R2,Baeocystine (pseudo),Biomass (pseudo),3,2.9988445728860935e-07,2.730005606179957e-08,0.017725926,7.441227326407877e-07,0.046009392,1.3797501471051008e-08,,,,,,,,
179,27-PSI_F504_C2_R2,Ethanol (pseudo),Biomass (pseudo),3,0.000504508,0.000269392,0.7830686117880569,0.000153309,0.046009392,2.3212114499005902e-05,,,,,,,,
180,27-PSI_F504_C2_R2,Formate (pseudo),Biomass (pseudo),3,0.00028406,0.000155227,0.1398321982174872,0.000498176,0.046009392,1.3069423731097412e-05,,,,,,,,
181,27-PSI_F504_C2_R2,Glucose (pseudo),Biomass (pseudo),3,,,,,0.046009392,,,,,,,,,
182,27-PSI_F504_C2_R2,Lactate (pseudo),Biomass (pseudo),3,2.7385641170425143e-05,7.563565429352854e-06,0.9254627349528723,5.495600751508664e-06,0.046009392,1.2599966925627264e-06,,,,,,,,
183,27-PSI_F504_C2_R2,Maltose (pseudo),Biomass (pseudo),3,,,,,0.046009392,,,,,,,,,
184,27-PSI_F504_C2_R2,Propionate (pseudo),Biomass (pseudo),3,,,,,0.046009392,,,,,,,,,
185,27-PSI_F504_C2_R2,Succinate (pseudo),Biomass (pseudo),3,6.765875689849862e-05,1.433966933491054e-05,0.9975827783578688,2.355010141882261e-06,0.046009392,3.112938250541255e-06,,,,,,,,
186,27-PSI_F504_C2_R2,norbaeocystin (pseudo),Biomass (pseudo),3,2.6084836751115792e-08,2.504730801660675e-09,0.7552206922479519,1.4850413069527037e-08,0.046009392,1.2001474724622747e-09,,,,,,,,
187,27-PSI_F504_C2_R2,psilocin (pseudo),Biomass (pseudo),3,3.773104405516258e-05,4.543839292304904e-06,0.4522743844075109,1.3840701375346308e-05,0.046009392,1.7359823865575512e-06,,,,,,,,
188,27-PSI_F504_C2_R2,psilocybin (pseudo),Biomass (pseudo),3,0.000125188,1.0834169495643866e-05,0.901331418,1.3806702924606828e-05,0.046009392,5.759841589345608e-06,,,,,,,,
189,27-PSI_F504_C2_R2,serotonin (pseudo),Biomass (pseudo),3,5.175990189296661e-09,7.22600071827353e-10,0.1619904843799492,1.1772621126343936e-08,0.046009392,2.3814416024314203e-10,,,,,,,,
190,27-PSI_F504_C2_R2,tryptamine (pseudo),Biomass (pseudo),3,9.378981791748468e-06,1.4400383976845109e-06,0.2133210392678072,6.003663746650821e-06,0.046009392,4.315212473451701e-07,,,,,,,,
191,27-PSI_F504_C2_R2,tryptophan (pseudo),Biomass (pseudo),3,7.036860072865206e-08,8.476484075628445e-09,0.1055423347367794,2.048544779733296e-07,0.046009392,3.237616516867266e-09,,,,,,,,
192,27-PSI_F504_C2_R3,4-hydroxytryptamine (pseudo),Biomass (pseudo),3,8.57942348712854e-08,1.1977402972780325e-08,0.1505642412786961,2.037804210533186e-07,0.054793788,4.7009910882796596e-09,,,,,,,,
193,27-PSI_F504_C2_R3,Acetate (pseudo),Biomass (pseudo),3,,,,,0.054793788,,,,,,,,,
194,27-PSI_F504_C2_R3,Baeocystine (pseudo),Biomass (pseudo),3,1.276454575642224e-06,1.1620235937014973e-07,0.2906705325996364,7.536675944163369e-07,0.054793788,6.994178097969424e-08,,,,,,,,
195,27-PSI_F504_C2_R3,Ethanol (pseudo),Biomass (pseudo),3,,,,,0.054793788,,,,,,,,,
196,27-PSI_F504_C2_R3,Formate (pseudo),Biomass (pseudo),3,0.000649475,0.000354912,0.7123332652129107,0.000206365,0.054793788,3.5587216887558874e-05,,,,,,,,
197,27-PSI_F504_C2_R3,Glucose (pseudo),Biomass (pseudo),3,34.15856082426225,4.664190699,1,0,0.054793788,1.871676928691394,,,,,,,,
198,27-PSI_F504_C2_R3,Lactate (pseudo),Biomass (pseudo),3,,,,,0.054793788,,,,,,,,,
199,27-PSI_F504_C2_R3,Maltose (pseudo),Biomass (pseudo),3,,,,,0.054793788,,,,,,,,,
200,27-PSI_F504_C2_R3,Propionate (pseudo),Biomass (pseudo),3,,,,,0.054793788,,,,,,,,,
201,27-PSI_F504_C2_R3,Succinate (pseudo),Biomass (pseudo),3,0.000368203,7.803737185866112e-05,1,0,0.054793788,2.017524580085158e-05,,,,,,,,
202,27-PSI_F504_C2_R3,norbaeocystin (pseudo),Biomass (pseudo),3,3.876728211455439e-08,3.722530699941598e-09,0.9360373613277688,1.01340244699541e-08,0.054793788,2.124206224471376e-09,,,,,,,,
203,27-PSI_F504_C2_R3,psilocin (pseudo),Biomass (pseudo),3,3.1945059166692955e-05,3.84705005311836e-06,0.3808789267661592,1.5393911934611036e-05,0.054793788,1.7503907888739945e-06,,,,,,,,
204,27-PSI_F504_C2_R3,psilocybin (pseudo),Biomass (pseudo),3,9.455021858351172e-05,8.182652636232597e-06,0.8700242188650373,1.3812715416960735e-05,0.054793788,5.180764600591432e-06,,,,,,,,
205,27-PSI_F504_C2_R3,serotonin (pseudo),Biomass (pseudo),3,2.971934409589605e-09,4.1490032617844776e-10,0.0210371,2.0273531197524182e-08,0.054793788,1.6284354298855566e-10,,,,,,,,
206,27-PSI_F504_C2_R3,tryptamine (pseudo),Biomass (pseudo),3,4.3797371550816055e-05,6.724599551554582e-06,0.4757753837834325,1.7376277700397858e-05,0.054793788,2.3998238769697258e-06,,,,,,,,
207,27-PSI_F504_C2_R3,tryptophan (pseudo),Biomass (pseudo),3,1.508332191868185e-07,1.81691175790605e-08,0.7195698184506717,9.416140004083489e-08,0.054793788,8.264723384707106e-09,,,,,,,,
208,27-PSI_F504_C2_R4,4-hydroxytryptamine (pseudo),Biomass (pseudo),3,1.4050788769262189e-08,1.961576549139378e-09,0.07359537,4.9851222987540346e-08,0.054322111,7.63268503036488e-10,,,,,,,,
209,27-PSI_F504_C2_R4,Acetate (pseudo),Biomass (pseudo),3,,,,,0.054322111,,,,,,,,,
210,27-PSI_F504_C2_R4,Baeocystine (pseudo),Biomass (pseudo),3,2.4034373509768525e-06,2.1879751626988835e-07,0.4170964737512526,1.0739000640437317e-06,0.054322111,1.3055978985572732e-07,,,,,,,,
211,27-PSI_F504_C2_R4,Ethanol (pseudo),Biomass (pseudo),3,,,,,0.054322111,,,,,,,,,
212,27-PSI_F504_C2_R4,Formate (pseudo),Biomass (pseudo),3,0.000215807,0.00011793,0.7037662163427564,6.261569369353542e-05,0.054322111,1.1723080561364824e-05,,,,,,,,
213,27-PSI_F504_C2_R4,Glucose (pseudo),Biomass (pseudo),3,,,,,0.054322111,,,,,,,,,
214,27-PSI_F504_C2_R4,Lactate (pseudo),Biomass (pseudo),3,,,,,0.054322111,,,,,,,,,
215,27-PSI_F504_C2_R4,Maltose (pseudo),Biomass (pseudo),3,,,,,0.054322111,,,,,,,,,
216,27-PSI_F504_C2_R4,Propionate (pseudo),Biomass (pseudo),3,,,,,0.054322111,,,,,,,,,
217,27-PSI_F504_C2_R4,Succinate (pseudo),Biomass (pseudo),3,,,,,0.054322111,,,,,,,,,
218,27-PSI_F504_C2_R4,norbaeocystin (pseudo),Biomass (pseudo),3,4.9624520026975176e-08,4.765069646214096e-09,0.9957988298314366,3.2232623100120103e-09,0.054322111,2.6957086706586716e-09,,,,,,,,
219,27-PSI_F504_C2_R4,psilocin (pseudo),Biomass (pseudo),3,3.509934602781804e-05,4.226911595190377e-06,0.4610721029529594,1.4342699986940643e-05,0.054322111,1.9066705606463368e-06,,,,,,,,
220,27-PSI_F504_C2_R4,psilocybin (pseudo),Biomass (pseudo),3,5.255279397328194e-06,4.548072596649226e-07,0.005151869,2.7602142807603705e-05,0.054322111,2.854778692148696e-07,,,,,,,,
221,27-PSI_F504_C2_R4,serotonin (pseudo),Biomass (pseudo),3,1.560371904103041e-08,2.178375168318189e-09,0.525926703,1.4814542963177936e-08,0.054322111,8.47626953178844e-10,,,,,,,,
222,27-PSI_F504_C2_R4,tryptamine (pseudo),Biomass (pseudo),3,4.8284914326839576e-05,7.413611861442103e-06,0.2558916959252342,3.112091980525305e-05,0.054322111,2.6229384615129445e-06,,,,,,,,
223,27-PSI_F504_C2_R4,tryptophan (pseudo),Biomass (pseudo),3,2.5632459629585705e-08,3.0876432616188834e-09,0.1852272587536033,5.375960607870424e-08,0.054322111,1.392409309676387e-09,,,,,,,,
224,27-PSI_F505_C1_R1,4-hydroxytryptamine (pseudo),Biomass (pseudo),3,8.52241910795791e-09,1.18978213526908e-09,0.8824772373372982,3.110084062783136e-09,0.064350515,5.484220544346478e-10,,,,,,,,
225,27-PSI_F505_C1_R1,Acetate (pseudo),Biomass (pseudo),3,,,,,0.064350515,,,,,,,,,
226,27-PSI_F505_C1_R1,Baeocystine (pseudo),Biomass (pseudo),3,0.000103656,9.436340520603831e-06,0.7034035492703083,2.5440503367198428e-05,0.064350515,6.670310436910454e-06,,,,,,,,
227,27-PSI_F505_C1_R1,Ethanol (pseudo),Biomass (pseudo),3,,,,,0.064350515,,,,,,,,,
228,27-PSI_F505_C1_R1,Formate (pseudo),Biomass (pseudo),3,0.000341146,0.000186423,0.9711352020376368,2.6302652443546157e-05,0.064350515,2.1952913164112508e-05,,,,,,,,
229,27-PSI_F505_C1_R1,Glucose (pseudo),Biomass (pseudo),3,,,,,0.064350515,,,,,,,,,
230,27-PSI_F505_C1_R1,Lactate (pseudo),Biomass (pseudo),3,,,,,0.064350515,,,,,,,,,
231,27-PSI_F505_C1_R1,Maltose (pseudo),Biomass (pseudo),3,,,,,0.064350515,,,,,,,,,
232,27-PSI_F505_C1_R1,Propionate (pseudo),Biomass (pseudo),3,,,,,0.064350515,,,,,,,,,
233,27-PSI_F505_C1_R1,Succinate (pseudo),Biomass (pseudo),3,,,,,0.064350515,,,,,,,,,
234,27-PSI_F505_C1_R1,norbaeocystin (pseudo),Biomass (pseudo),3,6.07357469414744e-09,5.831997247200398e-10,0.3941277450218588,7.530371554691772e-09,0.064350515,3.9083765646028554e-10,,,,,,,,
235,27-PSI_F505_C1_R1,psilocin (pseudo),Biomass (pseudo),3,7.057039110024222e-05,8.49858581930044e-06,0.8283003668710469,1.214406997604471e-05,0.064350515,4.541240976205059e-06,,,,,,,,
236,27-PSI_F505_C1_R1,psilocybin (pseudo),Biomass (pseudo),3,0.000153172,1.3255967791809812e-05,0.9368961308891924,1.502495270083472e-05,0.064350515,9.85670788150153e-06,,,,,,,,
237,27-PSI_F505_C1_R1,serotonin (pseudo),Biomass (pseudo),3,1.5366824158799872e-09,2.1453031854405362e-10,0.9875633915383044,1.7244579601616144e-10,0.064350515,9.888630409452315e-11,,,,,,,,
238,27-PSI_F505_C1_R1,tryptamine (pseudo),Biomass (pseudo),3,2.047316471686181e-06,3.143426863280493e-07,0.5212328882188729,7.416213263077874e-07,0.064350515,1.3174586831004454e-07,,,,,,,,
239,27-PSI_F505_C1_R1,tryptophan (pseudo),Biomass (pseudo),3,1.1588417195457237e-07,1.39592137404881e-08,0.5678783951825093,1.0108796150872229e-07,0.064350515,7.457206088402856e-09,,,,,,,,
240,27-PSI_F505_C1_R2,4-hydroxytryptamine (pseudo),Biomass (pseudo),3,2.5815228098275796e-08,3.603964651368166e-09,0.8569562896253949,1.0547050240269115e-08,0.060890548,1.5719033834970507e-09,,,,,,,,
241,27-PSI_F505_C1_R2,Acetate (pseudo),Biomass (pseudo),3,,,,,0.060890548,,,,,,,,,
242,27-PSI_F505_C1_R2,Baeocystine (pseudo),Biomass (pseudo),3,4.119212398122168e-05,3.749935238923317e-06,0.1596354767168726,3.572188057478512e-05,0.060890548,2.50821099906675e-06,,,,,,,,
243,27-PSI_F505_C1_R2,Ethanol (pseudo),Biomass (pseudo),3,,,,,0.060890548,,,,,,,,,
244,27-PSI_F505_C1_R2,Formate (pseudo),Biomass (pseudo),3,0.000363173,0.00019846,0.9734649895915368,2.2662845790110184e-05,0.060890548,2.2113825737578814e-05,,,,,,,,
245,27-PSI_F505_C1_R2,Glucose (pseudo),Biomass (pseudo),3,,,,,0.060890548,,,,,,,,,
246,27-PSI_F505_C1_R2,Lactate (pseudo),Biomass (pseudo),3,,,,,0.060890548,,,,,,,,,
247,27-PSI_F505_C1_R2,Maltose (pseudo),Biomass (pseudo),3,,,,,0.060890548,,,,,,,,,
248,27-PSI_F505_C1_R2,Propionate (pseudo),Biomass (pseudo),3,,,,,0.060890548,,,,,,,,,
249,27-PSI_F505_C1_R2,Succinate (pseudo),Biomass (pseudo),3,,,,,0.060890548,,,,,,,,,
250,27-PSI_F505_C1_R2,norbaeocystin (pseudo),Biomass (pseudo),3,1.1377726160384163e-09,1.0925175203772608e-10,0.021625267,7.652923232750322e-09,0.060890548,6.927959799512791e-11,,,,,,,,
251,27-PSI_F505_C1_R2,psilocin (pseudo),Biomass (pseudo),3,0.000107227,1.291304990979416e-05,0.6486485873879666,2.982783851902909e-05,0.060890548,6.529118811642071e-06,,,,,,,,
252,27-PSI_F505_C1_R2,psilocybin (pseudo),Biomass (pseudo),3,0.000169455,1.466509852066768e-05,0.7882229596770307,3.319856284632474e-05,0.060890548,1.031818449221548e-05,,,,,,,,
253,27-PSI_F505_C1_R2,serotonin (pseudo),Biomass (pseudo),3,4.982221072307953e-10,6.955487110764181e-11,0.4426328763458924,5.590772682515456e-10,0.060890548,3.0337017093466044e-11,,,,,,,,
254,27-PSI_F505_C1_R2,tryptamine (pseudo),Biomass (pseudo),3,3.253343681648408e-06,4.995147582608342e-07,0.7694443010410272,6.731010399473289e-07,0.060890548,1.980978793367101e-07,,,,,,,,
255,27-PSI_F505_C1_R2,tryptophan (pseudo),Biomass (pseudo),3,2.801275335259558e-07,3.3743694666235005e-08,0.9009983874878496,9.28570590591212e-08,0.060890548,1.7057119002932362e-08,,,,,,,,
256,27-PSI_F505_C1_R3,4-hydroxytryptamine (pseudo),Biomass (pseudo),3,3.795801245428077e-09,5.299172046849253e-10,0.014938708,3.0823260508656825e-08,0.064043631,2.4309689274349486e-10,,,,,,,,
257,27-PSI_F505_C1_R3,Acetate (pseudo),Biomass (pseudo),3,,,,,0.064043631,,,,,,,,,
258,27-PSI_F505_C1_R3,Baeocystine (pseudo),Biomass (pseudo),3,0.000108258,9.855332483959794e-06,0.350301913,5.572463324053696e-05,0.064043631,6.93326248874527e-06,,,,,,,,
259,27-PSI_F505_C1_R3,Ethanol (pseudo),Biomass (pseudo),3,,,,,0.064043631,,,,,,,,,
260,27-PSI_F505_C1_R3,Formate (pseudo),Biomass (pseudo),3,0.000481347,0.000263037,0.8938276702867588,6.772696100036824e-05,0.064043631,3.0827221406511616e-05,,,,,,,,
261,27-PSI_F505_C1_R3,Glucose (pseudo),Biomass (pseudo),3,,,,,0.064043631,,,,,,,,,
262,27-PSI_F505_C1_R3,Lactate (pseudo),Biomass (pseudo),3,0.000257245,7.10478156859428e-05,0.905629565,3.138634453629264e-05,0.064043631,1.6474908809115337e-05,,,,,,,,
263,27-PSI_F505_C1_R3,Maltose (pseudo),Biomass (pseudo),3,,,,,0.064043631,,,,,,,,,
264,27-PSI_F505_C1_R3,Propionate (pseudo),Biomass (pseudo),3,,,,,0.064043631,,,,,,,,,
265,27-PSI_F505_C1_R3,Succinate (pseudo),Biomass (pseudo),3,,,,,0.064043631,,,,,,,,,
266,27-PSI_F505_C1_R3,norbaeocystin (pseudo),Biomass (pseudo),3,2.275470139704816e-08,2.184962935194132e-09,0.1683431164150831,5.05761250939636e-08,0.064043631,1.457293690387795e-09,,,,,,,,
267,27-PSI_F505_C1_R3,psilocin (pseudo),Biomass (pseudo),3,0.000200514,2.414732830584554e-05,0.3717472227237051,9.85233723863972e-05,0.064043631,1.2841651820055851e-05,,,,,,,,
268,27-PSI_F505_C1_R3,psilocybin (pseudo),Biomass (pseudo),3,0.000151176,1.3083190627322346e-05,0.1637653935402646,0.000129118,0.064043631,9.681842981229164e-06,,,,,,,,
269,27-PSI_F505_C1_R3,serotonin (pseudo),Biomass (pseudo),3,5.043918723609014e-10,7.041620827466189e-11,0.018872863,3.6367364750418364e-09,0.064043631,3.230308674451695e-11,,,,,,,,
270,27-PSI_F505_C1_R3,tryptamine (pseudo),Biomass (pseudo),3,3.030960258161465e-07,4.6537025559088795e-08,0.005389463,1.556270187552643e-06,0.064043631,1.9411369909727133e-08,,,,,,,,
271,27-PSI_F505_C1_R3,tryptophan (pseudo),Biomass (pseudo),3,1.1513178117314092e-08,1.3868582004011687e-09,0.001972355,2.589846480611758e-07,0.064043631,7.373457262264573e-10,,,,,,,,
272,27-PSI_F505_C1_R4,4-hydroxytryptamine (pseudo),Biomass (pseudo),3,1.1545587161925052e-08,1.6118349933792422e-09,0.2269450011745805,2.130889405294981e-08,0.067545686,7.798545997166162e-10,,,,,,,,
273,27-PSI_F505_C1_R4,Acetate (pseudo),Biomass (pseudo),3,,,,,0.067545686,,,,,,,,,
274,27-PSI_F505_C1_R4,Baeocystine (pseudo),Biomass (pseudo),3,0.000163628,1.4895900360086736e-05,0.6599528423287042,4.43936935460104e-05,0.067545686,1.1052354105363037e-05,,,,,,,,
275,27-PSI_F505_C1_R4,Ethanol (pseudo),Biomass (pseudo),3,,,,,0.067545686,,,,,,,,,
276,27-PSI_F505_C1_R4,Formate (pseudo),Biomass (pseudo),3,0.000628565,0.000343486,0.9694166061150784,4.992901340934301e-05,0.067545686,4.245687145588396e-05,,,,,,,,
277,27-PSI_F505_C1_R4,Glucose (pseudo),Biomass (pseudo),3,,,,,0.067545686,,,,,,,,,
278,27-PSI_F505_C1_R4,Lactate (pseudo),Biomass (pseudo),3,0.000190278,5.255233786836945e-05,0.8058558785354958,3.812819045521208e-05,0.067545686,1.2852452278658418e-05,,,,,,,,
279,27-PSI_F505_C1_R4,Maltose (pseudo),Biomass (pseudo),3,,,,,0.067545686,,,,,,,,,
280,27-PSI_F505_C1_R4,Propionate (pseudo),Biomass (pseudo),3,,,,,0.067545686,,,,,,,,,
281,27-PSI_F505_C1_R4,Succinate (pseudo),Biomass (pseudo),3,,,,,0.067545686,,,,,,,,,
282,27-PSI_F505_C1_R4,norbaeocystin (pseudo),Biomass (pseudo),3,1.6162796267881672e-08,1.5519918349267692e-09,0.8072908736906687,7.896826903056855e-09,0.067545686,1.0917271540210212e-09,,,,,,,,
283,27-PSI_F505_C1_R4,psilocin (pseudo),Biomass (pseudo),3,0.000107041,1.2890688678604914e-05,0.3487141499606344,5.529094288728512e-05,0.067545686,7.23018806135652e-06,,,,,,,,
284,27-PSI_F505_C1_R4,psilocybin (pseudo),Biomass (pseudo),3,2.8745771216446418e-05,2.4877431712866816e-06,0.021991338,7.245535084156261e-05,0.067545686,1.941652822948284e-06,,,,,,,,
285,27-PSI_F505_C1_R4,serotonin (pseudo),Biomass (pseudo),3,4.562837912044258e-10,6.37000241962935e-11,0.030147838,2.587972914715353e-09,0.067545686,3.082000147384254e-11,,,,,,,,
286,27-PSI_F505_C1_R4,tryptamine (pseudo),Biomass (pseudo),3,3.617434021240422e-05,5.554167826895168e-06,0.2559969372395042,2.330888910619761e-05,0.067545686,2.4434206082987527e-06,,,,,,,,
287,27-PSI_F505_C1_R4,tryptophan (pseudo),Biomass (pseudo),3,9.627891624392177e-08,1.159759739300987e-08,0.3207686998991048,1.401019069000481e-07,0.067545686,6.503225399931429e-09,,,,,,,,
288,27-PSI_F505_C2_R1,4-hydroxytryptamine (pseudo),Biomass (pseudo),3,1.5908771432813484e-08,2.2209623588173872e-09,0.177382551,3.425943155180841e-08,0.057534597,9.153047490111985e-10,,,,,,,,
289,27-PSI_F505_C2_R1,Acetate (pseudo),Biomass (pseudo),3,,,,,0.057534597,,,,,,,,,
290,27-PSI_F505_C2_R1,Baeocystine (pseudo),Biomass (pseudo),3,9.200858465672394e-05,8.376024359535237e-06,0.9077265209228972,1.1087669337859083e-05,0.057534597,5.293676814816407e-06,,,,,,,,
291,27-PSI_F505_C2_R1,Ethanol (pseudo),Biomass (pseudo),3,,,,,0.057534597,,,,,,,,,
292,27-PSI_F505_C2_R1,Formate (pseudo),Biomass (pseudo),3,0.000639058,0.00034922,0.907832543,7.696214908383653e-05,0.057534597,3.676794455125536e-05,,,,,,,,
293,27-PSI_F505_C2_R1,Glucose (pseudo),Biomass (pseudo),3,,,,,0.057534597,,,,,,,,,
294,27-PSI_F505_C2_R1,Lactate (pseudo),Biomass (pseudo),3,,,,,0.057534597,,,,,,,,,
295,27-PSI_F505_C2_R1,Maltose (pseudo),Biomass (pseudo),3,,,,,0.057534597,,,,,,,,,
296,27-PSI_F505_C2_R1,Propionate (pseudo),Biomass (pseudo),3,0.000115624,3.892624279061126e-05,0.4323238852019229,7.649473696302496e-05,0.057534597,6.65235720125441e-06,,,,,,,,
297,27-PSI_F505_C2_R1,Succinate (pseudo),Biomass (pseudo),3,6.018623493697074e-05,1.2755935034457483e-05,0.9668034980829556,4.215268185183115e-06,0.057534597,3.46279075638027e-06,,,,,,,,
298,27-PSI_F505_C2_R1,norbaeocystin (pseudo),Biomass (pseudo),3,4.469333488133278e-08,4.291565002852517e-09,0.2711620478481704,7.327297056487696e-08,0.057534597,2.571412999350454e-09,,,,,,,,
299,27-PSI_F505_C2_R1,psilocin (pseudo),Biomass (pseudo),3,0.000672168,8.09472556439864e-05,0.8978640052708512,8.568663741651401e-05,0.057534597,3.8672928742289256e-05,,,,,,,,
300,27-PSI_F505_C2_R1,psilocybin (pseudo),Biomass (pseudo),3,0.003260025,0.000282132,0.9440799160631692,0.000299883,0.057534597,0.000187564,,,,,,,,
301,27-PSI_F505_C2_R1,serotonin (pseudo),Biomass (pseudo),3,6.342533029338802e-10,8.85456628578029e-11,0.5073154080754205,6.250405613814893e-10,0.057534597,3.649150801513216e-11,,,,,,,,
302,27-PSI_F505_C2_R1,tryptamine (pseudo),Biomass (pseudo),3,8.146213503861856e-06,1.2507605304893376e-06,0.1540622453418923,7.214859211955424e-06,0.057534597,4.686891089003007e-07,,,,,,,,
303,27-PSI_F505_C2_R1,tryptophan (pseudo),Biomass (pseudo),3,1.0944823116197597e-07,1.318395106544221e-08,0.974602084,1.766827377353971e-08,0.057534597,6.2970598437792355e-09,,,,,,,,
